Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Gene ontology (GO),Ensembl_Genome_Transcript
Q70MT4,Q70MT4_CRAGI,unreviewed,40S ribosomal protein S10 (Ribosomal protein S10),CGI_10012002,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),161,ribosome [GO:0005840],EKC23947
K1R2V2,K1R2V2_CRAGI,unreviewed,Lipoxygenase-like protein domain-containing protein 1,CGI_10011378,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),475,,EKC40048
K1Q4V4,K1Q4V4_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10011995,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),616,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC23940
K1R8W2,K1R8W2_CRAGI,unreviewed,Fibronectin type III domain-containing protein 1,CGI_10011379,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),703,,EKC40049
K1QR02,K1QR02_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10011996,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),574,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC23941
K1PDJ4,K1PDJ4_CRAGI,unreviewed,Glutamate receptor 1,CGI_10008168,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),427,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; extracellular-glutamate-gated ion channel activity [GO:0005234]; ionotropic glutamate receptor activity [GO:0004970],EKC19568
K1PDJ0,K1PDJ0_CRAGI,unreviewed,Uncharacterized protein,CGI_10008231,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),181,,EKC19563
K1P7I0,K1P7I0_CRAGI,unreviewed,Tripartite motif-containing protein 3,CGI_10008230,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),583,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC19562
K1QDM3,K1QDM3_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10008229,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),829,,EKC19561
K1PQJ2,K1PQJ2_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10011998,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),578,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC23943
K1QP39,K1QP39_CRAGI,unreviewed,DNA polymerase III polC-type,CGI_10017240,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),372,nucleic acid binding [GO:0003676],EKC30565
K1QTD3,K1QTD3_CRAGI,unreviewed,DNA damage-regulated autophagy modulator protein 2,CGI_10011372,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),748,integral component of membrane [GO:0016021],EKC40042
K1R2U0,K1R2U0_CRAGI,unreviewed,Phosphatidylserine synthase 2,CGI_10011373,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),407,integral component of membrane [GO:0016021]; phosphatidylserine biosynthetic process [GO:0006659],EKC40043
K1QP35,K1QP35_CRAGI,unreviewed,Uncharacterized protein,CGI_10005739,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),73,,EKC30560
K1RNC7,K1RNC7_CRAGI,unreviewed,Thyrotropin-releasing hormone receptor,CGI_10024329,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),397,integral component of membrane [GO:0016021]; G-protein coupled peptide receptor activity [GO:0008528],EKC35921
K1QGB7,K1QGB7_CRAGI,unreviewed,D(2) dopamine receptor,CGI_10024330,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),481,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930],EKC35922
K1QXP3,K1QXP3_CRAGI,unreviewed,Uncharacterized protein,CGI_10024338,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),817,,EKC35929
K1QQ11,K1QQ11_CRAGI,unreviewed,Uncharacterized protein,CGI_10024337,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),313,,EKC35928
K1Q5C8,K1Q5C8_CRAGI,unreviewed,Transient receptor potential cation channel subfamily M member 6,CGI_10016239,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),233,integral component of membrane [GO:0016021],EKC29068
K1QRN6,K1QRN6_CRAGI,unreviewed,FMRFamide receptor,CGI_10010766,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),389,integral component of membrane [GO:0016021]; G-protein coupled peptide receptor activity [GO:0008528],EKC39562
K1Q7V3,K1Q7V3_CRAGI,unreviewed,AIG2-like domain-containing protein 1,CGI_10023326,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),214,,EKC29988
K1QFZ1,K1QFZ1_CRAGI,unreviewed,Tyrosine-protein phosphatase non-receptor type 23,CGI_10023327,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),724,protein tyrosine phosphatase activity [GO:0004725]; cilium assembly [GO:0060271]; regulation of cell migration [GO:0030334]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162],EKC29989
K1Q0M2,K1Q0M2_CRAGI,unreviewed,Ras-associated and pleckstrin-like protein domains-containing protein 1,CGI_10023325,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1349,signal transduction [GO:0007165],EKC29987
K1QFY5,K1QFY5_CRAGI,unreviewed,Serine/threonine-protein kinase tousled-like 1,CGI_10023322,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),822,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],EKC29984
K1Q0L6,K1Q0L6_CRAGI,unreviewed,Amine oxidase (EC 1.4.3.-),CGI_10023320,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1880,integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; copper ion binding [GO:0005507]; primary amine oxidase activity [GO:0008131]; protein kinase activity [GO:0004672]; quinone binding [GO:0048038]; amine metabolic process [GO:0009308],EKC29982
K1Q7U6,K1Q7U6_CRAGI,unreviewed,Sphingosine-1-phosphate phosphatase 2,CGI_10023321,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),386,integral component of membrane [GO:0016021],EKC29983
K1PEK2,K1PEK2_CRAGI,unreviewed,Heat shock 70 kDa protein 12B,CGI_10001443,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),643,,EKC17244
K1Q884,K1Q884_CRAGI,unreviewed,Serine/threonine-protein kinase Nek8,CGI_10021977,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),774,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],EKC30153
K1Q125,K1Q125_CRAGI,unreviewed,Thrombospondin type-1 domain-containing protein 4,CGI_10021976,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),362,,EKC30152
K1R863,K1R863_CRAGI,unreviewed,Uncharacterized protein,CGI_10021975,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),288,,EKC30151
K1Q130,K1Q130_CRAGI,unreviewed,Uncharacterized protein,CGI_10021982,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1500,,EKC30157
K1R867,K1R867_CRAGI,unreviewed,S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase),CGI_10021980,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),568,cytoplasm [GO:0005737]; nucleus [GO:0005634]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]; L-methionine salvage from methylthioadenosine [GO:0019509]; purine ribonucleoside salvage [GO:0006166],EKC30156
K1QMT4,K1QMT4_CRAGI,unreviewed,Acid sphingomyelinase-like phosphodiesterase 3b,CGI_10021979,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),505,integral component of membrane [GO:0016021]; hydrolase activity [GO:0016787],EKC30155
K1QGD6,K1QGD6_CRAGI,unreviewed,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-) (Fragment),CGI_10021978,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),433,"transferase activity, transferring acyl groups [GO:0016746]; metabolic process [GO:0008152]",EKC30154
K1QGE0,K1QGE0_CRAGI,unreviewed,Uncharacterized protein,CGI_10021984,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),212,,EKC30159
K1PQ05,K1PQ05_CRAGI,unreviewed,Extended synaptotagmin-2-A,CGI_10015073,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1037,,EKC26327
K1QXP5,K1QXP5_CRAGI,unreviewed,BTB/POZ domain-containing protein 7,CGI_10015072,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),820,,EKC26326
K1QBY1,K1QBY1_CRAGI,unreviewed,Uncharacterized protein,CGI_10015071,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),112,,EKC26325
K1PX82,K1PX82_CRAGI,unreviewed,Aplysianin-A,CGI_10015069,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),374,,EKC26323
K1PQ00,K1PQ00_CRAGI,unreviewed,Adenosine kinase 2,CGI_10012600,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),351,adenosine kinase activity [GO:0004001]; purine ribonucleoside salvage [GO:0006166],EKC26322
K1Q4Q1,K1Q4Q1_CRAGI,unreviewed,Uncharacterized protein,CGI_10015075,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),144,integral component of membrane [GO:0016021],EKC26329
K1PX90,K1PX90_CRAGI,unreviewed,Nucleolar and spindle-associated protein 1,CGI_10015074,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),458,microtubule [GO:0005874]; spindle [GO:0005819]; establishment of mitotic spindle localization [GO:0040001]; mitotic cytokinesis [GO:0000281],EKC26328
K1QE51,K1QE51_CRAGI,unreviewed,Polycystic kidney disease protein 1-like 2,CGI_10007620,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),307,integral component of membrane [GO:0016021],EKC29364
K1R0H3,K1R0H3_CRAGI,unreviewed,Mitochondrial 2-oxodicarboxylate carrier,CGI_10006770,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),306,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085],EKC27201
K1PYK3,K1PYK3_CRAGI,unreviewed,Uncharacterized protein,CGI_10003710,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),196,calcium ion binding [GO:0005509],EKC21585
K1PEW0,K1PEW0_CRAGI,unreviewed,TATA-box-binding protein,CGI_10006940,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),452,"DNA binding [GO:0003677]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; DNA-templated transcription, initiation [GO:0006352]",EKC20068
K1Q7L0,K1Q7L0_CRAGI,unreviewed,Uncharacterized protein,CGI_10010096,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),403,,EKC27284
K1Q9I0,K1Q9I0_CRAGI,unreviewed,PIH1 domain-containing protein 1,CGI_10017311,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),375,,EKC27989
K1R2I1,K1R2I1_CRAGI,unreviewed,Pre-mRNA-splicing regulator female-lethal(2)D (Fragment),CGI_10017308,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),357,"nucleus [GO:0005634]; mRNA methylation [GO:0080009]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]",EKC27986
K1S6F6,K1S6F6_CRAGI,unreviewed,Leucine-rich repeat-containing protein 34,CGI_10010830,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),425,,EKC43001
K1PKS9,K1PKS9_CRAGI,unreviewed,Receptor-type tyrosine-protein phosphatase T,CGI_10002469,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),688,integral component of membrane [GO:0016021]; protein tyrosine phosphatase activity [GO:0004725],EKC22318
K1R7U4,K1R7U4_CRAGI,unreviewed,Uncharacterized protein,CGI_10018585,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),224,,EKC37270
K1QKK2,K1QKK2_CRAGI,unreviewed,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",CGI_10020618,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),192,integral component of membrane [GO:0016021],EKC37277
K1RS19,K1RS19_CRAGI,unreviewed,Prostaglandin E2 receptor EP4 subtype,CGI_10020617,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),353,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930],EKC37276
K1R7V1,K1R7V1_CRAGI,unreviewed,Prostacyclin receptor,CGI_10020616,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),249,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930],EKC37275
K1PTS3,K1PTS3_CRAGI,unreviewed,Heat shock 70 kDa protein 12A,CGI_10002491,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),608,,EKC22314
K1QVN6,K1QVN6_CRAGI,unreviewed,Tetraspanin-18,CGI_10010395,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),180,integral component of membrane [GO:0016021],EKC25611
K1Q2M0,K1Q2M0_CRAGI,unreviewed,RFT1-like protein,CGI_10013565,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),884,integral component of membrane [GO:0016021]; lipid transporter activity [GO:0005319],EKC25614
K1RKD6,K1RKD6_CRAGI,unreviewed,ADP-ribosylation factor-related protein 1,CGI_10004926,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),218,intracellular [GO:0005622]; GTP binding [GO:0005525]; small GTPase mediated signal transduction [GO:0007264],EKC34761
K1PZF5,K1PZF5_CRAGI,unreviewed,Uncharacterized protein,CGI_10003093,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),494,,EKC21955
K1PDI2,K1PDI2_CRAGI,unreviewed,tRNA-dihydrouridine synthase 1-like protein (Fragment),CGI_10003095,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),183,flavin adenine dinucleotide binding [GO:0050660]; tRNA dihydrouridine synthase activity [GO:0017150],EKC21957
K1QJT3,K1QJT3_CRAGI,unreviewed,COP9 signalosome complex subunit 1,CGI_10003094,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),448,COP9 signalosome [GO:0008180]; protein deneddylation [GO:0000338],EKC21956
K1QJS7,K1QJS7_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10003047,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),508,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC21951
K1QXZ4,K1QXZ4_CRAGI,unreviewed,Uncharacterized protein,CGI_10026440,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),111,,EKC41822
K1QYK6,K1QYK6_CRAGI,unreviewed,Complement C1q tumor necrosis factor-related protein 3,CGI_10017365,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),209,,EKC26586
K1R1C6,K1R1C6_CRAGI,unreviewed,Calpain-5,CGI_10008828,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),643,intracellular [GO:0005622]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198],EKC27521
K1PYA2,K1PYA2_CRAGI,unreviewed,Host cell factor,CGI_10017362,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1069,,EKC26583
K1PQR0,K1PQR0_CRAGI,unreviewed,Protein phosphatase 1H,CGI_10017361,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),481,metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722],EKC26582
K1QYK3,K1QYK3_CRAGI,unreviewed,Uncharacterized protein,CGI_10017360,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),325,"flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor [GO:0016899]",EKC26581
K1PZB7,K1PZB7_CRAGI,unreviewed,Cytochrome P450 2G1,CGI_10007149,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),510,"integral component of membrane [GO:0016021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",EKC24419
K1PK64,K1PK64_CRAGI,unreviewed,Zinc finger MYND domain-containing protein 12,CGI_10014058,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),365,,EKC24412
K1Q688,K1Q688_CRAGI,unreviewed,Uncharacterized protein,CGI_10014056,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1285,integral component of membrane [GO:0016021],EKC24410
K1PU31,K1PU31_CRAGI,unreviewed,Cyclin-K,CGI_10015648,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),579,,EKC25163
K1PTM2,K1PTM2_CRAGI,unreviewed,Serine/threonine-protein kinase Pim-3,CGI_10007662,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),313,ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; negative regulation of apoptotic process [GO:0043066],EKC19760
K1P6U8,K1P6U8_CRAGI,unreviewed,Tenascin-X,CGI_10001226,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),438,,EKC17303
K1PEQ8,K1PEQ8_CRAGI,unreviewed,Pogo transposable element with ZNF domain,CGI_10001217,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),940,nucleic acid binding [GO:0003676],EKC17309
K1PTN3,K1PTN3_CRAGI,unreviewed,Uncharacterized protein,CGI_10007667,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),397,,EKC19765
K1PZU1,K1PZU1_CRAGI,unreviewed,Hsc70-interacting protein,CGI_10002862,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),282,,EKC22060
K1RNC6,K1RNC6_CRAGI,unreviewed,Coiled-coil domain-containing protein 93,CGI_10015539,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),628,,EKC43080
K1QF15,K1QF15_CRAGI,unreviewed,Uncharacterized protein,CGI_10025437,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),76,integral component of membrane [GO:0016021],EKC27445
K1Q7Y4,K1Q7Y4_CRAGI,unreviewed,"Signal peptide, CUB and EGF-like domain-containing protein 1",CGI_10025436,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),768,integral component of membrane [GO:0016021],EKC27444
K1R124,K1R124_CRAGI,unreviewed,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",CGI_10025438,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),473,,EKC27446
K1QF10,K1QF10_CRAGI,unreviewed,Cytosolic carboxypeptidase 6,CGI_10025432,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),518,metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270],EKC27440
K1Q0J8,K1Q0J8_CRAGI,unreviewed,Uncharacterized protein,CGI_10025435,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),146,,EKC27443
K1PT50,K1PT50_CRAGI,unreviewed,Autophagy-related protein 10,CGI_10025434,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),206,,EKC27442
K1Q7Z0,K1Q7Z0_CRAGI,unreviewed,Neuronal acetylcholine receptor subunit alpha-10,CGI_10025441,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1029,integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230],EKC27449
K1Q0K7,K1Q0K7_CRAGI,unreviewed,Uncharacterized protein,CGI_10025440,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),110,integral component of membrane [GO:0016021],EKC27448
K1R987,K1R987_CRAGI,unreviewed,Enhanced at puberty protein 1-like protein B,CGI_10020482,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),617,,EKC37725
K1RVS9,K1RVS9_CRAGI,unreviewed,Uncharacterized protein,CGI_10016552,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),360,integral component of membrane [GO:0016021],EKC38916
K1PQL8,K1PQL8_CRAGI,unreviewed,Xylulose kinase,CGI_10004437,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2014,"ATP binding [GO:0005524]; ATPase activity [GO:0016887]; kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; carbohydrate metabolic process [GO:0005975]",EKC21139
K1PHV7,K1PHV7_CRAGI,unreviewed,Mitotic checkpoint protein BUB3,CGI_10004436,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),326,,EKC21138
K1PHV3,K1PHV3_CRAGI,unreviewed,Leucine-rich repeat-containing protein 6,CGI_10004539,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1114,,EKC21133
K1QHQ7,K1QHQ7_CRAGI,unreviewed,Uncharacterized protein,CGI_10004550,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),100,,EKC21131
K1RCF3,K1RCF3_CRAGI,unreviewed,TP53RK-binding protein,CGI_10019147,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),162,nucleus [GO:0005634],EKC38910
K1QRZ9,K1QRZ9_CRAGI,unreviewed,Uncharacterized protein,CGI_10009147,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),507,,EKC31635
K1PE51,K1PE51_CRAGI,unreviewed,Uncharacterized protein,CGI_10002706,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),421,integral component of membrane [GO:0016021],EKC22147
K1RKR4,K1RKR4_CRAGI,unreviewed,Allograft inflammatory factor 1,AIF1 CGI_10027605,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),148,calcium ion binding [GO:0005509],EKC34896
K1QDA2,K1QDA2_CRAGI,unreviewed,Uncharacterized protein,CGI_10027606,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),98,,EKC34897
K1QD98,K1QD98_CRAGI,unreviewed,Uncharacterized protein,CGI_10027601,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),310,,EKC34892
K1R8E4,K1R8E4_CRAGI,unreviewed,Uncharacterized protein,CGI_10006642,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),325,integral component of membrane [GO:0016021],EKC39919
K1REX8,K1REX8_CRAGI,unreviewed,Rhombotin-1,CGI_10007762,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),198,metal ion binding [GO:0046872],EKC39910
K1RY14,K1RY14_CRAGI,unreviewed,Uncharacterized protein,CGI_10007763,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),329,,EKC39911
K1REY7,K1REY7_CRAGI,unreviewed,Cdc42-like protein,CGI_10006637,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),202,intracellular [GO:0005622]; membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; small GTPase mediated signal transduction [GO:0007264],EKC39915
K1QSS6,K1QSS6_CRAGI,unreviewed,Fibrocystin-L,CGI_10006639,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2818,,EKC39917
K1QYV9,K1QYV9_CRAGI,unreviewed,Neural-cadherin,CGI_10008293,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),993,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],EKC34005
K1PR71,K1PR71_CRAGI,unreviewed,Latrophilin-3,CGI_10004066,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),731,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; G-protein coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166],EKC21334
K1PFR6,K1PFR6_CRAGI,unreviewed,Tripartite motif-containing protein 3,CGI_10000339,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),401,,EKC17689
K1R7U9,K1R7U9_CRAGI,unreviewed,Multiple epidermal growth factor-like domains 10,CGI_10021200,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),372,integral component of membrane [GO:0016021],EKC41858
K1RDT4,K1RDT4_CRAGI,unreviewed,Uncharacterized protein,CGI_10021201,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),209,,EKC41859
K1PBU0,K1PBU0_CRAGI,unreviewed,L-fucose kinase,CGI_10004197,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),835,integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; kinase activity [GO:0016301],EKC21277
K1RJR0,K1RJR0_CRAGI,unreviewed,Metallothionein,CGI_10021196,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),107,metal ion binding [GO:0046872],EKC41855
Q9NG19,Q9NG19_CRAGI,unreviewed,Metallothionein,mt mt2 CGI_10021194,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),107,metal ion binding [GO:0046872],EKC41853
K1P5P3,K1P5P3_CRAGI,unreviewed,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,CGI_10010235,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),381,sulfotransferase activity [GO:0008146],EKC18947
K1PJ47,K1PJ47_CRAGI,unreviewed,Uncharacterized protein C19orf52,CGI_10010237,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),199,mitochondrial inner membrane protein insertion complex [GO:0042721],EKC18949
K1RYF7,K1RYF7_CRAGI,unreviewed,Heat shock protein beta-1,CGI_10011376,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),169,,EKC40046
K1QA44,K1QA44_CRAGI,unreviewed,Uncharacterized protein,CGI_10004307,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),443,RNA binding [GO:0003723],EKC30828
K1QA95,K1QA95_CRAGI,unreviewed,Putative ammonium transporter 1,CGI_10009087,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),860,integral component of membrane [GO:0016021]; ammonium transmembrane transporter activity [GO:0008519],EKC28219
K1Q2Q0,K1Q2Q0_CRAGI,unreviewed,Uncharacterized protein,CGI_10009086,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),141,,EKC28218
K1RII3,K1RII3_CRAGI,unreviewed,Uncharacterized protein,CGI_10008294,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),365,,EKC34006
K1R2P3,K1R2P3_CRAGI,unreviewed,VAC14-like protein,CGI_10022543,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),630,PAS complex [GO:0070772]; regulation of lipid kinase activity [GO:0043550],EKC35415
K1QES5,K1QES5_CRAGI,unreviewed,Uncharacterized protein,CGI_10022546,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),334,,EKC35417
K1R2P1,K1R2P1_CRAGI,unreviewed,Diamine acetyltransferase 2,CGI_10021016,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),141,N-acetyltransferase activity [GO:0008080],EKC35410
K1QER9,K1QER9_CRAGI,unreviewed,Uncharacterized protein,CGI_10021019,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),668,,EKC35412
K1QW30,K1QW30_CRAGI,unreviewed,Solute carrier family 23 member 2,CGI_10022548,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),532,integral component of membrane [GO:0016021]; transporter activity [GO:0005215]; transmembrane transport [GO:0055085],EKC35419
K1QNC6,K1QNC6_CRAGI,unreviewed,Aquaporin-4,CGI_10022547,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),276,integral component of membrane [GO:0016021]; transporter activity [GO:0005215],EKC35418
K1QG04,K1QG04_CRAGI,unreviewed,Carboxypeptidase (EC 3.4.16.-),CGI_10011647,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),378,serine-type carboxypeptidase activity [GO:0004185],EKC32828
K1RFC1,K1RFC1_CRAGI,unreviewed,Melatonin-related receptor,CGI_10011645,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),509,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930],EKC32826
K1QFZ8,K1QFZ8_CRAGI,unreviewed,Ceramide kinase-like protein,CGI_10011642,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),344,NAD+ kinase activity [GO:0003951],EKC32823
